MSGTYPE,ORDERID,SENDINGTIME,CLIENTID,SYMBOL,SIDE,ORDQTY,PRICE,ROUTE,MAX_PARTICIPATION_RATE,AUCTION_ENABLED,DISABLE_OFF_EXCHANGE,START_TIME,END_TIME,STYLE,EXTENDED_REPORTING,IWOULD_PRICE,CUMQTY,TAG0,TAG6,TAG20,TAG3,SNP_INSIDE_BID,SNP_INSIDE_ASK,TAG4,TAG5,TAG7,TAG8,TRANSACTTIME,TRADE_STRATEGY,EXPERT_IWOULD_LIMIT_PRICE,AUTOTRADER_ELIGIBLE,EXPERT_MAX_DARK_EXPOSURE,PCT_VOLUME_CONSTRAINT,INCLUDE_CLOSE,MINQTY,AUCTION_TYPE,EXPERT_CLIPSIZE_SCALE,EXPERT_FLOATING_LIMIT_VALUE_BPS,FLOATING_LIMIT,RISK_ACCEPTANCE_PARAMETER,URGENCY,SNP_VOLUME_OE,SNP_TRADE_COUNT_OE,SNP_LAST_TRADE_SIZE_OE,SNP_LAST_TRADE_PRICE_OE,SNP_INSIDE_BID_SIZE,SNP_INSIDE_ASK_SIZE,SNP_HIGH
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.435 LON","HM49","","","","","","","","","","","","","","21593","","","","","","","","","","","2015-09-17 11:00:34.405 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.437 LON","HM49","","","","","","","","","","","","","","26389","","","","","","","","","","","2015-09-17 11:00:34.405 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.440 LON","HM49","","","","","","","","","","","","","","26794","","","","","","","","","","","2015-09-17 11:00:34.405 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.442 LON","HM49","","","","","","","","","","","","","","27199","","","","","","","","","","","2015-09-17 11:00:34.405 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.443 LON","HM49","","","","","","","","","","","","","","28363","","","","","","","","","","","2015-09-17 11:00:34.405 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.536 LON","HM49","","","","","","","","","","","","","","29613","","","","","","","","","","","2015-09-17 11:00:34.535 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.537 LON","HM49","","","","","","","","","","","","","","30053","","","","","","","","","","","2015-09-17 11:00:34.535 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.537 LON","HM49","","","","","","","","","","","","","","31020","","","","","","","","","","","2015-09-17 11:00:34.535 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.574 LON","HM49","","","","","","","","","","","","","","32153","","","","","","","","","","","2015-09-17 11:00:34.552 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.576 LON","HM49","","","","","","","","","","","","","","33448","","","","","","","","","","","2015-09-17 11:00:34.552 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.578 LON","HM49","","","","","","","","","","","","","","34274","","","","","","","","","","","2015-09-17 11:00:34.552 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.579 LON","HM49","","","","","","","","","","","","","","35451","","","","","","","","","","","2015-09-17 11:00:34.552 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.581 LON","HM49","","","","","","","","","","","","","","38640","","","","","","","","","","","2015-09-17 11:00:34.552 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.583 LON","HM49","","","","","","","","","","","","","","41891","","","","","","","","","","","2015-09-17 11:00:34.552 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.585 LON","HM49","","","","","","","","","","","","","","44438","","","","","","","","","","","2015-09-17 11:00:34.552 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:00:34.587 LON","HM49","","","","","","","","","","","","","","48815","","","","","","","","","","","2015-09-17 11:00:34.552 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:01:05.312 LON","","","","","","","","","","","","","","","","Max:69868 shares Urgency:Highest STL:5.20342 Liquidity:LIQUID QteSz:[50th=7,386]","69868","","","","","Limit Price: 5.19500  Lim Px Text: ClientLim: 5.195   Quote trigger: 0.0   DarkLim: ClientLim: 5.195 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y",""," IWouldDest(100.00%) 0 of 969740 . Average px: 0.0000","","","COBRA","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:01:35.317 LON","","","","","","","","","","","","","","","","Max:69868 shares Urgency:Highest STL:5.20442 Liquidity:LIQUID QteSz:[50th=7,386]","74751","","","","","","E6","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:02:05.319 LON","","","","","","","","","","","","","","","","Max:74751 shares Urgency:Highest STL:5.20667 Liquidity:LIQUID QteSz:[50th=7,386]","","","","","","Limit Price: 5.19500  Lim Px Text: ClientLim: 5.195   Quote trigger: 0.0   DarkLim: ClientLim: 5.195 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y",""," IWouldDest(100.00%) 0 of 969740 . Average px: 0.0000","","","COBRA","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:02:35.324 LON","","","","","","","","","","","","","","","","Max:74751 shares Urgency:Highest STL:5.21039 Liquidity:LIQUID QteSz:[50th=7,386]","74751","","","","","","E6","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:55.484 LON","HM49","","","","","","","","","","","","","","50774","","","","","","","","","","","2015-09-17 11:02:55.481 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:55.485 LON","HM49","","","","","","","","","","","","","","54624","","","","","","","","","","","2015-09-17 11:02:55.481 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:55.487 LON","HM49","","","","","","","","","","","","","","58474","","","","","","","","","","","2015-09-17 11:02:55.481 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:55.487 LON","HM49","","","","","","","","","","","","","","62324","","","","","","","","","","","2015-09-17 11:02:55.481 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:55.489 LON","HM49","","","","","","","","","","","","","","63847","","","","","","","","","","","2015-09-17 11:02:55.487 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:55.490 LON","HM49","","","","","","","","","","","","","","64948","","","","","","","","","","","2015-09-17 11:02:55.488 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:55.490 LON","HM49","","Buy","7063","","","","","","","","","","","66348","","","","","","","","","","","2015-09-17 11:02:55.488 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:55.528 LON","HM49","","","","","","","","","","","","","","69360","","","","","","","","","","","2015-09-17 11:02:55.506 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:58.877 LON","HM49","","","","","","","","","","","","","","73210","","","","","","","","","","","2015-09-17 11:02:58.875 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:58.880 LON","HM49","","","","","","","","","","","","","","77060","","","","","","","","","","","2015-09-17 11:02:58.876 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:58.916 LON","HM49","","","","","","","","","","","","","","78588","","","","","","","","","","","2015-09-17 11:02:58.914 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:58.916 LON","HM49","","Buy","69069","","","","","","","","","","","80116","","","","","","","","","","","2015-09-17 11:02:58.915 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:58.916 LON","HM49","","","","","","","","","","","","","","81644","","","","","","","","","","","2015-09-17 11:02:58.000 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:58.918 LON","HM49","","","","","","","","","","","","","","83172","","","","","","","","","","","2015-09-17 11:02:58.915 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.017 LON","HM49","","Buy","11871","","","","","","","","","","","84672","","","","","","","","","","","2015-09-17 11:02:59.016 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.019 LON","HM49","","","","","","","","","","","","","","86195","","","","","","","","","","","2015-09-17 11:02:59.016 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.020 LON","HM49","","","","","","","","","","","","","","87276","","","","","","","","","","","2015-09-17 11:02:59.016 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.020 LON","HM49","","","","","","","","","","","","","","88264","","","","","","","","","","","2015-09-17 11:02:59.016 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.021 LON","HM49","","","","","","","","","","","","","","89252","","","","","","","","","","","2015-09-17 11:02:59.016 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.021 LON","HM49","","","","","","","","","","","","","","90333","","","","","","","","","","","2015-09-17 11:02:59.016 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.021 LON","HM49","","","","","","","","","","","","","","91434","","","","","","","","","","","2015-09-17 11:02:59.016 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.021 LON","HM49","","","","","","","","","","","","","","91985","","","","","","","","","","","2015-09-17 11:02:59.016 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.022 LON","HM49","","","","","","","","","","","","","","93985","","","","","","","","","","","2015-09-17 11:02:59.016 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.022 LON","HM49","","","","","","","","","","","","","","94758","","","","","","","","","","","2015-09-17 11:02:59.016 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.057 LON","HM49","","","","","","","","","","","","","","107372","","","","","","","","","","","2015-09-17 11:02:59.034 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.060 LON","HM49","","","","","","","","","","","","","","110561","","","","","","","","","","","2015-09-17 11:02:59.034 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.063 LON","HM49","","","","","","","","","","","","","","112561","","","","","","","","","","","2015-09-17 11:02:59.034 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.065 LON","HM49","","","","","","","","","","","","","","116881","","","","","","","","","","","2015-09-17 11:02:59.034 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.067 LON","HM49","","","","","","","","","","","","","","119761","","","","","","","","","","","2015-09-17 11:02:59.034 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.070 LON","HM49","","","","","","","","","","","","","","123330","","","","","","","","","","","2015-09-17 11:02:59.034 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.071 LON","HM49","","","","","","","","","","","","","","124527","","","","","","","","","","","2015-09-17 11:02:59.034 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.073 LON","HM49","","","","","","","","","","","","","","128739","","","","","","","","","","","2015-09-17 11:02:59.034 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.075 LON","HM49","","","","","","","","","","","","","","132839","","","","","","","","","","","2015-09-17 11:02:59.034 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.085 LON","HM49","","","","","","","","","","","","","","134815","","","","","","","","","","","2015-09-17 11:02:59.034 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.085 LON","HM49","","","","","","","","","","","","","","136110","","","","","","","","","","","2015-09-17 11:02:59.034 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.085 LON","HM49","","","","","","","","","","","","","","137405","","","","","","","","","","","2015-09-17 11:02:59.034 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.386 LON","HM49","","Buy","2761","","","","","","","","","","","138784","","","","","","","","","","","2015-09-17 11:02:59.385 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.387 LON","HM49","","","","","","","","","","","","","","140307","","","","","","","","","","","2015-09-17 11:02:59.385 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.425 LON","HM49","","","","","","","","","","","","","","140953","","","","","","","","","","","2015-09-17 11:02:59.403 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:02:59.427 LON","HM49","","","","","","","","","","","","","","141600","","","","","","","","","","","2015-09-17 11:02:59.403 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:03:03.681 LON","HM49","","","","","","","","","","","","","","143600","","","","","","","","","","","2015-09-17 11:03:03.658 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:03:03.683 LON","HM49","","","","","","","","","","","","","","144895","","","","","","","","","","","2015-09-17 11:03:03.658 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:03:03.685 LON","HM49","","","","","","","","","","","","","","146190","","","","","","","","","","","2015-09-17 11:03:03.658 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:03:03.687 LON","HM49","","","","","","","","","","","","","","149132","","","","","","","","","","","2015-09-17 11:03:03.658 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:03:03.690 LON","HM49","","","","","","","","","","","","","","152351","","","","","","","","","","","2015-09-17 11:03:03.658 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:03:03.691 LON","HM49","","","","","","","","","","","","","","157180","","","","","","","","","","","2015-09-17 11:03:03.658 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:03:03.693 LON","HM49","","","","","","","","","","","","","","160369","","","","","","","","","","","2015-09-17 11:03:03.658 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:03:05.327 LON","","","","","","","","","","","","","","","","Max:74751 shares Urgency:Highest STL:5.21397 Liquidity:LIQUID QteSz:[50th=7,386]","230711","","","","","Limit Price: 5.19500  Lim Px Text: ClientLim: 5.195   Quote trigger: 0.0   DarkLim: ClientLim: 5.195 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y",""," IWouldDest(100.00%) 13,812 of 969740 . Average px: 5.1945","","","COBRA","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:03:35.330 LON","","","","","","","","","","","","","","","","Max:276472 shares Urgency:Highest STL:5.20372 Liquidity:LIQUID QteSz:[50th=7,386]","276472","","","","","","E6","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:04:05.334 LON","","","","","","","","","","","","","","","","Max:281631 shares Urgency:Highest STL:5.20597 Liquidity:LIQUID QteSz:[50th=7,386]","286631","","","","","Limit Price: 5.19500  Lim Px Text: ClientLim: 5.195   Quote trigger: 0.0   DarkLim: ClientLim: 5.195 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y",""," IWouldDest(100.00%) 13,812 of 969740 . Average px: 5.1945","","","COBRA","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:04:35.339 LON","","","","","","","","","","","","","","","","Max:315335 shares Urgency:Highest STL:5.20869 Liquidity:LIQUID QteSz:[50th=7,386]","318928","","","","","","E6","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:04:43.398 LON","HM49","","","","","","","","","","","","","","166548","","","","","","","","","","","2015-09-17 11:04:43.397 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:04:43.406 LON","HM49","","","","","","","","","","","","","","167969","","","","","","","","","","","2015-09-17 11:04:43.405 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:04:43.407 LON","HM49","","","","","","","","","","","","","","168548","","","","","","","","","","","2015-09-17 11:04:43.405 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:05:05.348 LON","","","","","","","","","","","","","","","","Max:327608 shares Urgency:Highest STL:5.20172 Liquidity:LIQUID QteSz:[50th=7,386]","334707","","","","","Limit Price: 5.19500  Lim Px Text: ClientLim: 5.195   Quote trigger: 0.0   DarkLim: ClientLim: 5.195 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y",""," IWouldDest(100.00%) 21,991 of 969740 . Average px: 5.1945","","","COBRA","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:05:35.353 LON","","","","","","","","","","","","","","","","Max:335307 shares Urgency:Highest STL:5.20272 Liquidity:LIQUID QteSz:[50th=7,386]","338133","","","","","","E6","","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:05:44.657 LON","HM49","","","","","","","","","","","","","","169957","","","","","","","","","","","2015-09-17 11:05:44.656 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:05:44.657 LON","HM49","","","","","","","","","","","","","","171366","","","","","","","","","","","2015-09-17 11:05:44.656 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:05:44.658 LON","HM49","","Buy","99037","","","","","","","","","","","172775","","","","","","","","","","","2015-09-17 11:05:44.656 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:05:44.658 LON","HM49","","","","","","","","","","","","","","174184","","","","","","","","","","","2015-09-17 11:05:44.000 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:05:44.676 LON","HM49","","","","","","","","","","","","","","175593","","","","","","","","","","","2015-09-17 11:05:44.657 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:05:58.685 LON","HM49","","","","","","","","","","","","","","177427","","","","","","","","","","","2015-09-17 11:05:58.684 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:05:58.701 LON","HM49","","","","","","","","","","","","","","181277","","","","","","","","","","","2015-09-17 11:05:58.699 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:06:05.358 LON","","","","","","","","","","","","","","","","Max:341939 shares Urgency:Highest STL:5.20122 Liquidity:LIQUID QteSz:[50th=7,386]","352300","","","","","Limit Price: 5.19500  Lim Px Text: ClientLim: 5.195   Quote trigger: 0.0   DarkLim: ClientLim: 5.195 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y",""," IWouldDest(100.00%) 34,720 of 969740 . Average px: 5.1941","","","COBRA","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:06:17.537 LON","HM49","","","","","","","","","","","","","","182675","","","","","","","","","","","2015-09-17 11:06:17.535 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:06:17.537 LON","HM49","","Buy","99037","","","","","","","","","","","184073","","","","","","","","","","","2015-09-17 11:06:17.536 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:06:17.537 LON","HM49","","","","","","","","","","","","","","185471","","","","","","","","","","","2015-09-17 11:06:17.535 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:06:17.538 LON","HM49","","","","","","","","","","","","","","186869","","","","","","","","","","","2015-09-17 11:06:17.000 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:06:17.543 LON","HM49","","","","","","","","","","","","","","188267","","","","","","","","","","","2015-09-17 11:06:17.538 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:06:25.680 LON","HM49","","","","","","","","","","","","","","192118","","","","","","","","","","","2015-09-17 11:06:25.678 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:06:25.680 LON","HM49","","","","","","","","","","","","","","195969","","","","","","","","","","","2015-09-17 11:06:25.678 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:06:25.682 LON","HM49","","","","","","","","","","","","","","199820","","","","","","","","","","","2015-09-17 11:06:25.679 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:06:35.362 LON","","","","","","","","","","","","","","","","Max:405153 shares Urgency:Highest STL:5.19972 Liquidity:LIQUID QteSz:[50th=7,386]","486340","","","","","","E6"," IWouldDest(100.00%) 53,263 of 969740 . Average px: 5.1934","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:07:05.366 LON","","","","","","","","","","","","","","","","Max:502631 shares Urgency:Highest STL:5.20122 Liquidity:LIQUID QteSz:[50th=7,386]","502631","","","","","Limit Price: 5.19500  Lim Px Text: ClientLim: 5.195   Quote trigger: 0.0   DarkLim: ClientLim: 5.195 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","COBRA","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:07:13.911 LON","HM49","","","","","","","","","","","","","","201532","","","","","","","","","","","2015-09-17 11:07:13.910 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:07:13.916 LON","HM49","","","","","","","","","","","","","","205010","","","","","","","","","","","2015-09-17 11:07:13.915 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:07:13.919 LON","HM49","","","","","","","","","","","","","","205350","","","","","","","","","","","2015-09-17 11:07:13.918 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:07:25.953 LON","HM49","","","","","","","","","","","","","","208198","","","","","","","","","","","2015-09-17 11:07:25.952 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:07:27.826 LON","HM49","","","","","","","","","","","","","","212048","","","","","","","","","","","2015-09-17 11:07:27.825 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:07:27.827 LON","HM49","","","","","","","","","","","","","","214117","","","","","","","","","","","2015-09-17 11:07:27.825 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:07:27.827 LON","HM49","","","","","","","","","","","","","","217967","","","","","","","","","","","2015-09-17 11:07:27.825 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:07:35.371 LON","","","","","","","","","","","","","","","","Max:523703 shares Urgency:Highest STL:5.20272 Liquidity:LIQUID QteSz:[50th=7,386]","553633","","","","","","E6"," IWouldDest(100.00%) 71,410 of 969740 . Average px: 5.1937","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:08:05.374 LON","","","","","","","","","","","","","","","","Max:559566 shares Urgency:Highest STL:5.20322 Liquidity:LIQUID QteSz:[50th=7,386]","559566","","","","","Limit Price: 5.19500  Lim Px Text: ClientLim: 5.195   Quote trigger: 0.0   DarkLim: ClientLim: 5.195 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","COBRA","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:08:35.376 LON","","","","","","","","","","","","","","","","Max:570097 shares Urgency:Highest STL:5.20547 Liquidity:LIQUID QteSz:[50th=7,386]","579287","","","","","","E6"," IWouldDest(100.00%) 71,410 of 969740 . Average px: 5.1937","","","","","","","","","","","","","","","","","","","","","",""
"ROUTE_INFO","2150916006573438","2015-09-17 11:09:05.380 LON","","","","","","","","","","","","","","","","Max:579288 shares Urgency:Highest STL:5.20769 Liquidity:LIQUID QteSz:[50th=7,386]","579288","","","","","Limit Price: 5.19500  Lim Px Text: ClientLim: 5.195   Quote trigger: 0.0   DarkLim: ClientLim: 5.195 AucState:COMPLETEAucType:OPEN ValidQuote:Y Cons:Y","","","","","COBRA","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:09:16.209 LON","HM49","","","","","","","","","","","","","","219217","","","","","","","","","","","2015-09-17 11:09:16.208 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:09:16.211 LON","HM49","","","","","","","","","","","","","","223068","","","","","","","","","","","2015-09-17 11:09:16.210 LON","","","","","","","","","","","","","","","","","","","",""
"ROUTE_EXECUTION","2150916006573438","2015-09-17 11:09:16.211 LON","HM49","","","","","","","","","","","","","","226919","","","","","","","","","","","2015-09-17 11:09:16.210 LON","","","","","","","","","","","","","","","","","","","",""
