Order Id,Client Order Id,Client,Actor,Type,Status,Time,Side,Symbol,Price,Qty,Executed,TIF,Peg Type,Route,Average Price,Bloomberg Code,Canceled Time,Executed Time,Done Executed,Text,Company Name,Coverage Trader,Crossing Profile,Currency,Deal Id,Deliver To Comp Id,Deliver To Sub Id,Desk,Destination Name,Expire Time,FX Data,FX Rate,IWould_Price,Last Trade,Min Qty,Options Expiry,Order Type,Order Value,Order Value USD,Reject Reason,Stop Price,Strike Price,Tag0,Tag1,Tag10,Tag11,Tag12,Tag13,Tag14,Tag15,Tag16,Tag17,Tag18,Tag19,Tag2,Tag20,Tag21,Tag22,Tag23,Tag24,Tag25,Tag3,Tag4,Tag5,Tag6,Tag7,Tag8,Tag9,Target Comp Id,Target Sub Id,Trade Strategy,Original Time,Residual,TradeDate,Account,Acking TargetCompId,Aggregated,Alias,Applied Strategy,Autorouting Eligible,CDB MMID,Clearing Account,Clearing Firm,Client Symbol,Clientside Account,Customer Number,Deal Type,Execinst,Fix TargetCompId,ISIN Code,ITFISessionId,Inbound SenderCompId,Inside Ask,Inside Ask Size,Inside Bid,Inside Bid Size,Intended Price,Intended Route,Last Trade Size,List Id,List Name,Locate Broker,Max Floor,NMS ISO,NW,OSI Symbol,Orig Price,Original Order,Original Owner,Original Session,Owner,Protected Bid,Protected Offer,Quote Qty,Residual Value,Residual Value USD,Ric Code,Rollover,Route Broker,Route Strategy,Rule80A,STV,Secondary Order Id,Sedol,Sender Comp Id,Sender Sub Id,Session,Smart Strategy,Spray Strategy,Spread Price,Spread Qty,Spread Side,SubCore Id,SubCore Order Id,Symbol Currency,To Exec Order Id,Traded Value,Traded Value USD,UMIR_USERID,Underlying
"1150916000000145","B2HblR:28p","TB92","FL43","Route","Executed","2015-09-17 06:30:26.434 LON","Sell","LHCJ.I","0.0000","20413","20413","","","E-WORKEU","3760.5420","LHC SJ","","2015-09-17 08:44:49.000 LON","0.0000000","","Russell Implementation Services, Inc.","Phil Maletta","","ZAc","","","","KL92","WORK EU","","","","0.0","0.0000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DKKL92","","","","0","2015-09-17","RULF8004","E3.Expert","0","","","","INET","","","LHCJ.I","","6269","","","0","ZAE000145892","","","3750.0000000","8640","3500.0000000","11050","","","0","1150916000000138","","","","","0","","0.0000","0","","","","","","","","","LHCJ.J","","","","65","0","144244800500914","B4K90R1","gpc04:8071:recvus","","20150916E0","","","","","","","","","1150916000000145","","","",""
